#,单词,音标,解释,笔记,选中次数,正确次数,是否训练
3372,ground,英:/graʊnd/ 美:/ɡraʊnd/,n. 地面；土地；范围；战场 vt. 打基础；使搁浅；使接触地面,使着陆 使停飞 打基础,0,0,1
3373,groundless,英:/ˈɡraʊndləs/ 美:/ˈɡraʊndləs/,adj. 无根据的,,0,0,1
3374,group,英:/gruːp/ 美:/ɡrup/,n. 组；团体 adj. 群的；团体的,,0,0,1
3375,grove,英:/ɡrəʊv/ 美:/ɡroʊv/,n. 小树林；果园,,0,0,1
3376,grow,英:/ɡrəʊ/ 美:/ɡroʊ/,vi. 生长；发展；渐渐变得… vt. 种植；使生长；扩展,,0,0,1
3377,growl,英:/ɡraʊl/ 美:/ɡraʊl/,vi. 咆哮着说 vt. 咆哮；（雷电，炮等）轰鸣,,0,0,1
3378,grown,英:/ɡrəʊn/ 美:/ɡroʊn/,adj. 长大的；成年的；长满某物的 v. 生长；变成；栽培（grow的过去分词）,,0,0,1
3379,grown-up,英:/'ɡrəun'ʌp/ 美:/ ˈɡronˌʌp/,adj. 成人的 n. 成年人,,1,0,1
3380,growth,英:/ɡrəʊθ/ 美:/ɡroʊθ/,n. 生长；增长；发展；种植,,0,0,1
3381,grudge,英:/ɡrʌdʒ/ 美:/ɡrʌdʒ/,"n. 不满, 怨恨, 妒忌 vt. 勉强给(或允许), 不情愿做",,0,0,1
3382,grumble,英:/ˈɡrʌmbl/ 美:/ˈɡrʌmbl/,vi. 抱怨；嘟囔 n. 怨言,,0,0,1
3383,grunt,英:/grʌnt/ 美:/ɡrʌnt/,n. 呼噜声；咕哝 vi. 作呼噜声；发哼声,,0,0,1
3384,guarantee,英:/ˌɡærənˈtiː/ 美:/ˌɡærənˈtiː/,n. 保证；保证书；担保；担保人；抵押品 vt. 保证；担保,,0,0,1
3385,guard,英:/ɡɑːd/ 美:/ɡɑːrd/,n. 警戒；守卫；护卫队；防护装置 vi. 警惕,,0,0,1
3386,guardian,英:/ˈɡɑːdiən/ 美:/ˈɡɑːrdiən/,n. 监护人，保护人；守护者 adj. 守护的,,0,0,1
3387,guess,英:/ges/ 美:/ɡɛs/,vt. 猜测；推测；猜中；[美口]认为 vi. 推测；猜；猜中,,0,0,1
3388,guest,英:/ɡest/ 美:/ɡɛst/,n. 客人，宾客；顾客 vt. 款待，招待,,0,0,1
3389,guesthouse,"英:/'ɡesthaʊs/ 美:/'gɛst,haʊs/",n. 宾馆；小型家庭旅馆,,0,0,1
3390,guidance,英:/ˈɡaɪdns/ 美:/ˈɡaɪdns/,n. 指导，引导；领导,,0,0,1
3391,guide,英:/gaɪd/ 美:/ɡaɪd/,n. 指南；向导；入门书 vt. 带领；引导；操纵,,0,0,1
3392,guilt,英:/ɡɪlt/ 美:/ɡɪlt/,n. 内疚；犯罪，过失,,0,0,1
3393,guilty,英:/ˈɡɪlti/ 美:/ˈɡɪlti/,adj. 有罪的；内疚的,,0,0,1
3394,guitar,英:/gɪ'tɑː/ 美:/ɡɪ'tɑr/,n. 吉他，六弦琴 vi. 弹吉他,,0,0,1
3395,gulf,英:/ɡʌlf/ 美:/ɡʌlf/,n. 海湾；深渊；漩涡；分歧 vt. 吞没,,0,0,1
3396,gulp,英:/ɡʌlp/ 美:/ɡʌlp/,vt. 狼吞虎咽地吃；大口地吸 vi. 哽住；喘不过气,,0,0,1
3397,gum,英:/ɡʌm/ 美:/ɡʌm/,n. 树胶；橡皮；口香糖 vt. 使…有粘性；用胶粘，涂以树胶,,0,0,1
3398,gun,英:/ɡʌn/ 美:/ɡʌn/,n. 枪；炮；节流阀 vt. 枪击；打开节流阀 vi. 用枪打猎,,0,0,1
3399,gunpowder,英:/'gʌnpaʊdə/ 美:/'ɡʌnpaʊdɚ/,n. 火药,,0,0,1
3400,gust,英:/gʌst/ 美:/ɡʌst/,n. 一阵狂风；风味；趣味 vi. 一阵阵地劲吹,,0,0,1
3401,gutter,英:/ˈɡʌtə(r)/ 美:/ˈɡʌtər/,n. 排水沟；槽；贫民区 vi. 流；形成沟,,0,0,1
3402,guy,英:/ɡaɪ/ 美:/ɡaɪ/,n. 男人，家伙 vt. 嘲弄，取笑,,0,0,1
3403,gymnasium,英:/dʒɪmˈneɪziəm/ 美:/dʒɪmˈneɪziəm/,"n. 健身房, 体育馆",,0,0,1
3404,gymnast,英:/'dʒɪmnæst/ 美:/'dʒɪmnæst/,n. 体操运动员,,0,0,1
3405,gymnastics,英:/dʒɪm'næstɪks/ 美:/dʒɪm'næstɪks/,n. 体操,,0,0,1
3406,habit,英:/'hæbɪt/ 美:/'hæbɪt/,n. 习惯，习性；嗜好 vt. 使穿衣,,0,0,1
3407,habitual,英:/hə'bɪtʃʊəl/ 美:/hə'bɪtʃuəl/,adj. 惯常的；习惯的；习以为常的,,0,0,1
3408,haggard,英:/ˈhæɡəd/ 美:/ˈhæɡərd/,adj. 憔悴的；野性的 n. 野鹰,,0,0,1
3409,haggle,英:/ˈhæɡl/ 美:/ˈhæɡl/,n. 讨价还价；争论 vt. 乱劈；乱砍,,0,0,1
3410,hail,英:/heɪl/ 美:/heɪl/,n. 冰雹；致敬；招呼；一阵 vt. 招呼；猛发；致敬；向...欢呼；使像下雹样落下（过去式hailed，过去分词hailed，现在分词hailing，第三人称单数hails）,,0,0,1
3411,hair,英:/heə/ 美:/hɛr/,n. 头发；毛发；些微 vt. 除去…的毛发,,0,0,1
3412,haircut,英:/'heəkʌt/ 美:/'hɛrkʌt/,n. 理发；发型,,0,0,1
3413,hairdress,/'heədres/,"n. 〈美〉(好)发型,发式",,0,0,1
3414,hairpin,英:/'heəpɪn/ 美:/ˈhɛrˌpɪn/,n. 束发夹；夹发针；簪,,0,0,1
3415,hairy,英:/'heərɪ/ 美:/'hɛri/,adj. 多毛的；毛状的；长毛的,,0,0,1
3416,half,英:/hɑːf/ 美:/hæf/,n. 一半；半场；半学年 adv. 一半地；部分地,,0,0,1
3417,halfway,英:/ˌhɑːfˈweɪ/ 美:/ˌhæfˈweɪ/,adv. 在中途；到一半 adj. 中途的；不彻底的,,0,0,1
3418,hall,英:/hɔːl/ 美:/hɔl/,n. 门厅，走廊；会堂；食堂；学生宿舍,,0,0,1
3419,hallmark,英:/'hɔːlmɑːk/ 美:/ˈhɔlˌmɑrk/,n. 品质证明；特点 vt. 给…盖上品质证明印记；使具有…标志,,0,0,1
3420,halt,英:/hɔːlt/ 美:/hɔːlt/,vi. 停止；踌躇，犹豫；立定 n. 停止；立定；休息,,0,0,1
3421,halve,英:/hɑːv/ 美:/hæv/,vt. 二等分；把……减半,,1,1,1
3422,ham,英:/hæm/ 美:/hæm/,n. 火腿；[口]业余无线电爱好者；[俚]蹩脚演员 vi. 表演过火,,0,0,1
3423,hamburger,英:/'hæmbɜːgə/ 美:/'hæmbɝɡɚ/,n. 汉堡包,,0,0,1
3424,hammer,英:/ˈhæmə(r)/ 美:/ˈhæmər/,vi. 敲打；锤击；重复 n. 铁锤；锤骨；音锤；链球,,0,0,1
3425,hamper,英:/ˈhæmpə(r)/ 美:/ˈhæmpər/,vt. 妨碍；束缚；使困累 n. 食盒，食篮；阻碍物,,0,0,1
3426,hand,英:/hænd/ 美:/hænd/,n. 手，手艺；指针；插手；帮助 vt. 搀扶；传递，交给；支持,,0,0,1
3427,hand over,,移交；交出,,0,0,1
3428,handbag,英:/'hæn(d)bæg/ 美:/'hænd'bæg/,n. 手提包,,0,0,1
3429,handbook,英:/ˈhændbʊk/ 美:/ˈhændbʊk/,n. 手册；指南,,0,0,1
3430,handful,英:/ˈhændfʊl/ 美:/ˈhændfʊl/,n. 一把；少数；棘手事,,0,0,1
3431,handicap,英:/ˈhændikæp/ 美:/ˈhændikæp/,n. 障碍；不利条件，不利的因素 vt. 妨碍，阻碍；使不利,,0,0,1
3432,handicapped,英:/ˈhændi:ˌkæpt/ 美:/'hændɪkæpt/,adj. 残疾的;弱智的,,0,0,1
3433,handkerchief,英:/ˈhæŋkətʃɪf/ 美:/ˈhæŋkərtʃɪf/,n. 手帕; 纸巾,,0,0,1
3434,handle,英:/ˈhændl/ 美:/ˈhændl/,n. 柄；把手；手感；口实 vt. 买卖；处理；操作；触摸；运用,,0,0,1
3435,handling,英:/'hændlɪŋ/ 美:/'hændlɪŋ/,n. 处理 adj. 操作的,,0,0,1
3436,handout,英:/'hændaʊt/ 美:/'hænd'aʊt/,n. 散发材料（免费发给的新闻通报）；上课老师发的印刷品；文字资料 	（会议上分发的）；施舍物,,0,0,1
3437,handsome,英:/'hæns(ə)m/ 美:/'hænsəm/,adj. （男子）英俊的；大方的，慷慨的；可观的；健美而端庄的,,0,0,1
3438,handwriting,英:/ˈhændraɪtɪŋ/ 美:/ˈhændraɪtɪŋ/,"n. 书法, 字迹",,0,0,1
3439,handy,英:/ˈhændi/ 美:/ˈhændi/,adj. 手边的，就近的；便利的；容易取得的；敏捷的,,0,0,1
3440,hang,英:/hæŋ/ 美:/hæŋ/,v. 悬挂；(使)低垂；悬浮(在空中)；逗留；绞死 n. 悬挂方式；悬挂；绞刑,,0,0,1
3441,hanger,英:/'hæŋə/ 美:/'hæŋɚ/,n. 衣架；挂钩；绞刑执行者,,0,0,1
3442,haphazard,英:/hæpˈhæzəd/ 美:/hæpˈhæzərd/,"adj. 偶然的, 随意的, 无计划的",,1,0,1
3443,happen,英:/ˈhæpən/ 美:/ˈhæpən/,vi. 发生；碰巧；偶然遇到,,0,0,1
3444,happening,英:/'hæp(ə)nɪŋ/ 美:/'hæpənɪŋ/,动词happen的现在分词形式.,,0,0,1
3445,happily,英:/ˈhæpɪli/ 美:/ˈhæpɪli/,adv. 幸福地；快乐地；幸运地；恰当地,,0,0,1
3446,happiness,英:/ˈhæpinəs/ 美:/ˈhæpinəs/,n. 幸福；幸运 适当,,0,0,1
3447,happy,英:/ˈhæpi/ 美:/ˈhæpi/,adj. 高兴的；幸福的；巧妙的,,0,0,1
3448,harbor,英:/ˈhɑːbə(r)/ 美:/ˈhɑːrbər/,n. （海）港；港口；港湾（【英式英语】harbour） v. 庇护，窝藏，藏匿（罪犯或赃物）；怀有，心怀（尤指反面感情或想法）；携带（细菌等，可导致疾病的传播）,,0,0,1
3449,harbour,英:/ˈhɑːbə(r)/ 美:/ˈhɑːrbər/,n. （海）港；港口；港湾（【美式英语】harbor） v. 庇护，窝藏，藏匿（罪犯或赃物）；怀有，心怀（尤指反面感情或想法）；携带（细菌等，可导致疾病的传播）,,0,0,1
3450,hard,英:/hɑːd/ 美:/hɑːrd/,adj. 困难的；硬的；猛烈的；确实的；努力的；辛苦的；冷酷无情的；严厉的 adv. 努力地；猛烈地；辛苦地；牢固地；接近地；困难地,,0,0,1
3451,harden,英:/ˈhɑːdn/ 美:/ˈhɑːrdn/,vi. 变硬，变坚固；变坚强；变冷酷 vt. 使…变硬；使…坚强；使…冷酷；使…麻木不仁,,0,0,1
3452,hardly,英:/'hɑːdlɪ/ 美:/'hɑrdli/,adv. 几乎不，简直不；刚刚,,0,0,1
3453,hardness,英:/'hɑːdnəs/ 美:/'hɑrdnɪs/,n. 硬度；坚硬；困难；冷酷,,0,0,1
3454,hardship,英:/ˈhɑːdʃɪp/ 美:/ˈhɑːrdʃɪp/,n. 困苦；苦难；艰难险阻,,0,0,1
3455,hardware,英:/ˈhɑːdweə(r)/ 美:/ˈhɑːrdwer/,n. 计算机硬件；五金器具,,0,0,1
3456,hard-working,,"adj. 勤勉的,努力工作的",,0,0,1
3457,hardy,英:/ˈhɑːdi/ 美:/ˈhɑːrdi/,adj. 能吃苦耐劳的；坚强的；勇敢的；鲁莽的 n. 强壮的人；耐寒植物；方柄凿,,0,0,1
3458,hare,英:/heə/ 美:/hɛr/,n. 野兔,,0,0,1
3459,harm,英:/hɑːm/ 美:/hɑːrm/,n. 伤害；损害 vt. 损害；伤害；危害,,0,0,1
3460,harmful,英:/ˈhɑːmfl/ 美:/ˈhɑːrmfl/,adj. 能造成损害的；有害的,,0,0,1
3461,harmless,英:/ˈhɑːmləs/ 美:/ˈhɑːrmləs/,adj. 无害的；无恶意的,,0,0,1
3462,harmonious,英:/hɑːˈməʊniəs/ 美:/hɑːrˈmoʊniəs/,adj. 和谐的；和睦的；音调优美的,,0,0,1
3463,harmony,英:/ˈhɑːməni/ 美:/ˈhɑːrməni/,n. 协调；融洽；调和；和睦,,0,0,1
3464,harness,英:/ˈhɑːnɪs/ 美:/ˈhɑːrnɪs/,"n. 马具, 挽具 vt. 给(马等)装上挽具 治理, 利用",,0,0,1
3465,harsh,英:/hɑːʃ/ 美:/hɑːrʃ/,adj. 粗糙的；严厉的，严酷的；刺耳的；使人不舒服的；大约的,,0,0,1
3466,harvest,英:/ˈhɑːvɪst/ 美:/ˈhɑːrvɪst/,n. 收获；产量；结果 vt. 收割；得到,,0,0,1
3467,haste,英:/heɪst/ 美:/heɪst/,n. 匆忙；急忙；轻率 vi. 匆忙；赶紧,,0,0,1
3468,hasten,英:/ˈheɪsn/ 美:/ˈheɪsn/,vt. 催促；使赶紧；加速 vi. 赶快；急忙,,0,0,1
3469,hasty,英:/ˈheɪsti/ 美:/ˈheɪsti/,adj. 匆忙的；轻率的；草率的；性怠的,,0,0,1
3470,hat,英:/hæt/ 美:/hæt/,n. 帽子 vt. 给……戴上帽子,,0,0,1
3471,hatch,英:/hætʃ/ 美:/hætʃ/,n. 孵化；舱口，舱口盖 v. 孵；孵出；策划,,0,0,1
3472,hate,英:/heɪt/ 美:/heɪt/,vt. 憎恨；厌恶；遗憾 vi. 仇恨,,0,0,1
3473,hateful,英:/'heɪtfʊl/ 美:/'hetfəl/,adj. 可恨的；可憎的；可恶的,,0,0,1
3474,hatred,英:/ˈheɪtrɪd/ 美:/ˈheɪtrɪd/,n. 憎恨；怨恨；敌意,,0,0,1
3475,haughty,英:/ˈhɔːti/ 美:/ˈhɔːti/,adj. 傲慢的；自大的,,0,0,1
3476,haul,英:/hɔːl/ 美:/hɔːl/,n. 用力拖拉；努力得到的结果；拖，拉；捕获物；一网捕获的鱼量；拖运距离 vt. 拖运；拖拉,,0,0,1
3477,haunt,英:/hɔːnt/ 美:/hɔːnt/,vt. 常出没于…；萦绕于…；经常去… vi. 出没；作祟,,0,0,1
3478,have,英:/hæv/ 美:/hæv/,vt. 有；让；从事；允许；拿 aux. 已经,,0,0,1
3479,havoc,英:/ˈhævək/ 美:/ˈhævək/,n. 大破坏；浩劫；蹂躏 vt. 严重破坏,,0,0,1
3480,hawk,英:/hɔːk/ 美:/hɔːk/,"n. 鹰 鹰派人物, 主战派人物 vt. 沿街叫卖",,0,0,1
3481,hay,英:/heɪ/ 美:/heɪ/,n. 干草 vt. 把晒干,,0,0,1
3482,hazard,英:/ˈhæzəd/ 美:/ˈhæzərd/,vt. 尝试着做[提出] 冒风险 n. 危险; 公害 Hazard哈泽德(姓氏),,0,0,1
3483,hazy,英:/ˈheɪzi/ 美:/ˈheɪzi/,adj. 朦胧的；模糊的；有薄雾的,,0,0,1
3484,he,英:/hiː/ 美:/hi/,pron. 他；任何人 n. 男人；雄性动物,,0,0,1
3485,head,英:/hed/ 美:/hed/,n. 头；上端；最前的部分；头痛；理解力 vt. 用头顶；作为…的首领；前进；站在…的前头；给…加标题,,0,0,1
3486,headache,英:/ˈhedeɪk/ 美:/ˈhedeɪk/,n. 头痛；麻烦；令人头痛之事,,0,0,1
3487,heading,英:/ˈhedɪŋ/ 美:/ˈhedɪŋ/,n. 标题；信头；（足球）头球 v. 用头顶（head的ing形式）,,0,0,1
3488,headline,英:/ˈhedlaɪn/ 美:/ˈhedlaɪn/,n. 大标题；内容提要；栏外标题；头版头条新闻 vt. 给…加标题；使成为注意中心；大力宣传,,0,0,1
3489,headlong,英:/ˈhedlɒŋ/ 美:/ˈhedlɔːŋ/,adj. 轻率的；头向前的；匆促而用力的 adv. 头向前地；猛然用力地,,0,0,1
3490,headmaster,英:/ˌhedˈmɑːstə(r)/ 美:/ˌhedˈmæstər/,n. (中小学的)校长,,0,0,1
3491,headquarters,英:/ˌhedˈkwɔːtəz/ 美:/ˈhedkwɔːrtərz/,n. 总部；司令部；指挥部,,0,0,1
3492,heal,英:/hiːl/ 美:/hiːl/,vt. 治愈，痊愈；和解 vi. 痊愈,,0,0,1
3493,health,英:/helθ/ 美:/hɛlθ/,n. 健康；兴旺；卫生；保健,,0,0,1
3494,healthy,英:/'helθɪ/ 美:/'hɛlθi/,adj. 健康的，健全的；有益于健康的,,0,0,1
3495,heap,英:/hiːp/ 美:/hiːp/,n. 堆；许多；破车 vt. 使成堆；装满；大量给予,,0,0,1
3496,hear,英:/hɪə/ 美:/hɪr/,"vt. & vi. 听到, 听见 vt. 听说, 得知 听取; 审理",,0,0,1
3497,hearing,英:/ˈhɪərɪŋ/ 美:/ˈhɪrɪŋ/,n. 听力；审讯，听讯 v. 听见（hear的ing形式）,,0,0,1
3498,heart,英:/hɑːt/ 美:/hɑrt/,n. 心脏；要点；感情；勇气；心形 vt. 鼓励；铭记,,0,0,1
3499,heartfelt,英:/ˈhɑːtfelt/ 美:/ˈhɑːrtfelt/,adj. 衷心的; 诚挚的,,0,0,1
3500,hearth,英:/hɑːθ/ 美:/hɑrθ/,n. 炉床；炉边；灶台；壁炉地面,,0,0,1
3501,heartily,英:/'hɑːtɪlɪ/ 美:/'hɑrtɪli/,adv. 衷心地；痛快地；热忱地,,0,0,1
3502,hearty,英:/'hɑːtɪ/ 美:/'hɑrti/,adj. 亲切友好的；衷心的；热烈的；丰盛的；健壮的（尤指老人）,,0,0,1
3503,heat,英:/hiːt/ 美:/hiːt/,n. 热度；高温；压力；热烈 vt. 把…加热；使激动,,0,0,1
3504,heated,英:/ˈhiːtɪd/ 美:/ˈhiːtɪd/,adj. 热的；激昂的；激动的 v. 加热；使兴奋（heat的过去分词）,,0,0,1
3505,heating,英:/ˈhiːtɪŋ/ 美:/ˈhiːtɪŋ/,n. 加热；供暖；暖气设备 adj. 加热的；供热的,,0,0,1
3506,heave,英:/hiːv/ 美:/hiːv/,vt. 举起；使起伏；[口]投掷；恶心；发出（叹息等） vi. 起伏；喘息；呕吐；举起,,0,0,1
3507,heaven,英:/ˈhevn/ 美:/ˈhevn/,n. 天堂；天空；极乐,,0,0,1
3508,heavily,英:/'hevɪlɪ/ 美:/'hɛvɪli/,adv. 沉重地；沉闷地；猛烈地,,0,0,1
3509,heavy,英:/'hevɪ/ 美:/'hɛvi/,adj. 沉重的；繁重的，巨大的；阴沉的 n. 重物；严肃角色,,0,0,1
3510,hedge,英:/hedʒ/ 美:/hedʒ/,vt. 用树篱笆围住；避免作正面答复 vi. 用树篱围住；避免作正面答复,,1,0,1
3511,hedgehog,英:/'hedʒ(h)ɒg/ 美:/'hɛdʒhɔɡ/,n. 刺猬,,0,0,1
3512,heed,英:/hiːd/ 美:/hiːd/,vi. 注意，留心 n. 注意到；留心到,,0,0,1
3513,heel,英:/hiːl/ 美:/hiːl/,n. 脚后跟；踵 vt. 倾侧,,0,0,1
3514,height,英:/haɪt/ 美:/haɪt/,n. 高度；高地；身高；顶点,,0,0,1
3515,heighten,英:/ˈhaɪtn/ 美:/ˈhaɪtn/,vt. 提高；加强；增高；使更显著 vi. 升高；变强,,0,0,1
3516,heir,英:/eə(r)/ 美:/er/,n. 继承人；后嗣；嗣子,,0,0,1
3517,heiress,英:/'eərɪs/ 美:/ˈɛrɪs/,n. 女继承人,,0,0,1
3518,helicopter,英:/ˈhelɪkɒptə(r)/ 美:/ˈhelɪkɑːptər/,n. 直升机,,0,0,1
3519,hell,英:/hel/ 美:/hel/,n. 地狱；训斥；黑暗势力；究竟（作加强语气词） vi. 过放荡生活；飞驰,,1,1,1
3520,hello,英:/hə'ləʊ/ 美:/hə'lo/,int. 喂；哈罗 n. 表示问候， 惊奇或唤起注意时的用语,,0,0,1
3521,helmet,英:/ˈhelmɪt/ 美:/ˈhelmɪt/,n. 钢盔，头盔,,0,0,1
3522,help,英:/help/ 美:/hɛlp/,vt. 帮助；治疗；促进；补救 n. 帮助；帮忙者；补救办法；有益的东西,,0,0,1
3523,helpful,英:/'helpfʊl/ 美:/'hɛlpfl/,adj. 有益的；有帮助的,,0,0,1
3524,helpless,英:/ˈhelpləs/ 美:/ˈhelpləs/,adj. 无助的；没用的；无能的,,0,0,1
3525,hemisphere,英:/ˈhemɪsfɪə(r)/ 美:/ˈhemɪsfɪr/,n. 半球,,0,0,1
3526,hen,英:/hen/ 美:/hɛn/,n. 母鸡；雌禽,,0,0,1
3527,hence,英:/hens/ 美:/hens/,adv. 因此；今后,,0,0,1
3528,henceforth,英:/ˌhensˈfɔːθ/ 美:/ˌhensˈfɔːrθ/,"adv. 从今以后, 从此以后",,0,0,1
3529,her,英:/hɜː(r)/ 美:/hɜːr/,pron. 她的；她,,0,0,1
3530,herald,英:/ˈherəld/ 美:/ˈherəld/,"n. 使者, 预报者 vi. 预示",,0,0,1
3531,herb,英:/hɜːb/ 美:/ɜːrb/,n. 香草，药草,,1,1,1
3532,herbal,英:/'hɜːb(ə)l/ 美:/'ɝbl/,adj. 草本的；草药的 n. 植物志；草本书,,0,0,1
3533,herd,英:/hɜːd/ 美:/hɜːrd/,n. 兽群，畜群；放牧人 vi. 成群，聚在一起,,0,0,1
3534,here,英:/hɪə/ 美:/hɪr/,adv. 在这里；此时 int. 嘿！；喂！,,0,0,1
3535,hereafter,英:/ˌhɪərˈɑːftə(r)/ 美:/ˌhɪrˈæftər/,"adv. 今后,从此以后",,2,1,1
3536,hereby,英:/ˌhɪəˈbaɪ/ 美:/ˌhɪrˈbaɪ/,adv. 以此方式，据此；特此,,0,0,1
3537,herein,英:/hɪər'ɪn/ 美:/ˌhɪr'ɪn/,adv. 于此；在这方面,,0,0,1
3538,hereinafter,英:/hɪərɪn'ɑːftə/ 美:/ˌhɪrɪn'æftɚ/,"adv. 以下,在下文中",,0,0,1
3539,hereof,英:/hɪər'ɒv/ 美:/ˌhɪr'ʌv/,adv. 于此；关于此点,,0,0,1
3540,hereto,英:/hɪə'tuː/ 美:/ˌhɪr'tu/,adv. 到此为止；关于这个,,0,0,1
3541,herewith,英:/hɪə'wɪð/ 美:/'hɪr'wɪð/,adv. 因此；同此；用此方法,,1,0,1
3542,hero,英:/'hɪərəʊ/ 美:/'hɪro/,n. 英雄；男主角，男主人公,,0,0,1
3543,heroic,英:/həˈrəʊɪk/ 美:/həˈroʊɪk/,adj. 英勇的；英雄的；记叙英雄及其事迹的；夸张的 n. 史诗；英勇行为,,0,0,1
3544,heroine,英:/ˈherəʊɪn/ 美:/ˈheroʊɪn/,n. 女英雄；女杰 adj. 英雄式的,,0,0,1
3545,herself,英:/hɜː'self/ 美:/hɝ'sɛlf/,pron. 她自己（she的反身代词）；她亲自,,0,0,1
3546,hesitant,英:/ˈhezɪtənt/ 美:/ˈhezɪtənt/,adj. 踌躇的；迟疑的；犹豫不定的,,0,0,1
3547,hesitate,英:/ˈhezɪteɪt/ 美:/ˈhezɪteɪt/,vi. 踌躇，犹豫；不愿 vt. 踌躇，犹豫；有疑虑，不愿意,,0,0,1
3548,hesitation,英:/ˌhezɪˈteɪʃn/ 美:/ˌhezɪˈteɪʃn/,n.犹豫,,0,0,1
3549,hey,英:/heɪ/ 美:/he/,int. 喂！（引起注意等）；你好！（表示问候） n. 干草（等于hay）,,0,0,1
3550,hi,英:/haɪ/ 美:/haɪ/,int. 嗨！（表示问候或用以唤起注意）,,0,0,1
3551,hide,英:/haɪd/ 美:/haɪd/,vt. 隐藏；隐瞒；鞭打 vi. 隐藏,,0,0,1
3552,hideous,英:/'hɪdɪəs/ 美:/ˈhɪdiəs/,adj. 可怕的；丑恶的,,0,0,1
3553,hierarchy,英:/ˈhaɪərɑːki/ 美:/ˈhaɪərɑːrki/,"n. 等级制度 统治集团, 领导层",,0,0,1
3554,high,英:/haɪ/ 美:/haɪ/,adj. 高的；高级的；高音调的；崇高的 n. 高水平；天空；由麻醉品引起的快感；高压地带,,0,0,1
3555,highland,英:/ˈhaɪlənd/ 美:/ˈhaɪlənd/,n. 高地；丘陵地带 adj. 高地的；高原的,,0,0,1
3556,highly,英:/ˈhaɪli/ 美:/ˈhaɪli/,adv. 非常；高度地；非常赞许地,,0,0,1
3557,highway,英:/ˈhaɪweɪ/ 美:/ˈhaɪweɪ/,n. 公路，大路；捷径,,0,0,1
3558,hijack,英:/ˈhaɪdʒæk/ 美:/ˈhaɪdʒæk/,vt. 抢劫；揩油 vi. 拦路抢劫,,0,0,1
3559,hijacker,英:/ˈhaɪdʒækə(r)/ 美:/ˈhaɪdʒækər/,n. 强盗；抢劫者,,0,0,1
3560,hike,英:/haɪk/ 美:/haɪk/,vi. 远足；上升；徒步旅行 vt. 提高；拉起；使…高涨,,0,0,1
3561,hill,英:/hɪl/ 美:/hɪl/,n. 小山；丘陵；斜坡；山冈,,0,0,1
3562,hillside,英:/ˈhɪlˌsaɪd/ 美:/'hɪl'saɪd/,n. 山坡，山腹；山腰,,0,0,1
3563,him,英:/hɪm/ 美:/hɪm/,pron. 他（宾格）,,0,0,1
3564,himself,英:/hɪm'self/ 美:/hɪm'sɛlf/,pron. 他自己；他亲自，他本人,,0,0,1
3565,hind,英:/haɪnd/ 美:/haɪnd/,adj. 后部的 n. 雌鹿,,0,0,1
3566,hinder,英:/ˈhɪndə(r)/ 美:/ˈhɪndər/,vi. 成为阻碍 vt. 阻碍；打扰,,0,0,1
3567,hindrance,英:/'hɪndr(ə)ns/ 美:/'hɪndrəns/,n. 起妨碍作用的事物或人,,0,0,1
3568,hindsight,英:/'haɪn(d)saɪt/ 美:/'haɪndsaɪt/,n. 事后的觉悟;事后的聪明,,0,0,1
3569,hinge,英:/hɪndʒ/ 美:/hɪndʒ/,n. 铰链；枢纽；关键 vt. 给…安装铰链,,0,0,1
3570,hint,英:/hɪnt/ 美:/hɪnt/,n. 暗示；线索 vt. 暗示；示意,,0,0,1
3571,hinterland,英:/'hɪntəlænd/ 美:/'hɪntɚlænd/,n. 内陆地区;内地;腹地 (由某一港口或某些其他中心城市供应物资的)内陆贸易区,,0,0,1
3572,hip,英:/hɪp/ 美:/hɪp/,n. 臀部；蔷薇果；忧郁 adj. 熟悉内情的；非常时尚的,,0,0,1
3573,hire,英:/ˈhaɪə(r)/ 美:/ˈhaɪər/,n. 租金，工钱；雇用，租用 vt. 雇用；出租,,0,0,1
3574,his,英:/hɪz/ 美:/hɪz/,pron. 他的,,0,0,1
3575,hiss,英:/hɪs/ 美:/hɪs/,vi. 发出嘘声；发嘘声 n. 嘘声；嘶嘶声,,0,0,1
3576,historian,英:/hɪˈstɔːriən/ 美:/hɪˈstɔːriən/,"n. 历史学家, 史学工作者",,0,0,1
3577,historic,英:/hɪˈstɒrɪk/ 美:/hɪˈstɔːrɪk/,adj. 历史上著名的；有历史意义的,,0,0,1
3578,historical,英:/hɪˈstɒrɪkl/ 美:/hɪˈstɔːrɪkl/,adj. 历史(学)的,,0,0,1
3579,history,英:/'hɪst(ə)rɪ/ 美:/'hɪstri/,n. 历史，历史学；历史记录；来历,,0,0,1
3580,hit,英:/hɪt/ 美:/hɪt/,vt. 袭击；碰撞；打击；偶然发现；伤…的感情 vi. 打击；打；碰撞；偶然碰上,,0,0,1
3581,hitchhike,"英:/'hɪtʃhaɪk/ 美:/'hɪtʃ,haɪk/",v. 搭便车,,0,0,1
3582,hitherto,英:/ˌhɪðəˈtuː/ 美:/ˌhɪðərˈtuː/,adv. 迄今；至今,,0,0,1
3583,hoarse,英:/hɔːs/ 美:/hɔːrs/,adj. 嘶哑的,,0,0,1
3584,hobby,英:/'hɒbɪ/ 美:/'hɑbi/,n. 嗜好；业余爱好,,0,0,1
3585,hoe,英:/həʊ/ 美:/hoʊ/,vt. 锄，用锄头 vi. 用锄耕地,,0,0,1
